Year,Cause of death,unter 1 Jahr,1 bis unter 15 Jahre,15 bis unter 20 Jahre,20 bis unter 25 Jahre,25 bis unter 30 Jahre,30 bis unter 35 Jahre,35 bis unter 40 Jahre,40 bis unter 45 Jahre,45 bis unter 50 Jahre,50 bis unter 55 Jahre,55 bis unter 60 Jahre,60 bis unter 65 Jahre,65 bis unter 70 Jahre,70 bis unter 75 Jahre,75 bis unter 80 Jahre,80 bis unter 85 Jahre,85 Jahre und mehr,Total
2011,Neoplasms of the cervix uteri,0,0,0,1,2,29,39,93,152,168,151,158,124,179,161,169,200,1626
2011,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,0,1,2,3,27,34,79,113,184,233,454,397,374,541,2442
2011,Neoplasms of the ovary,0,0,3,6,12,11,17,63,191,289,425,536,641,1064,936,834,809,5837
2011,Neoplasms of the prostate,0,0,0,0,1,1,3,6,27,98,260,581,1093,2244,2684,3074,3252,13324
2011,"Neoplasms of the kidney, except renal pelvis",1,6,1,0,1,9,7,30,96,171,329,447,547,982,974,910,816,5327
2011,Neoplasms of the urinary bladder,0,1,0,0,0,3,6,23,57,98,216,295,456,830,1071,1281,1600,5937
2011,"Neoplasms of lymphoid, hematopoietic, and related tissue",4,81,36,76,48,76,70,151,312,523,779,1143,1726,3237,3448,3327,3140,18177
2011,Leukemia,4,67,28,50,27,42,36,76,150,203,293,450,698,1342,1342,1389,1421,7618
2011,Benign neoplasms,3,1,1,0,2,1,0,10,10,18,23,23,36,71,121,108,154,582
2011,Diseases of the blood and blood-forming organs,10,17,4,11,11,12,12,29,44,74,56,107,128,313,381,525,949,2683
2011,"Endocrine, nutritional, and metabolic diseases",29,64,19,44,62,95,111,207,422,645,921,1187,1566,3198,4185,5585,11482,29822
2011,Diabetes mellitus,0,3,5,10,20,26,38,92,234,394,585,849,1173,2595,3542,4677,9309,23552
2011,Mental and behavioral disorders,0,5,10,39,118,173,189,438,686,905,926,832,904,1486,2293,4549,13560,27113
2011,Mental and behavioral disorders durch Alkohol,0,0,2,3,21,46,97,283,552,783,797,675,568,535,281,173,111,4927
2011,Mental and behavioral disorders due to psychoactive substance use,0,0,4,33,84,120,82,132,95,71,49,16,10,13,4,6,2,721
2011,Diseases of the nervous system and sense organs,63,141,56,110,79,118,146,279,471,633,747,977,1386,2811,3552,4538,6624,22731
2011,Meningitis,2,5,0,5,0,2,2,4,5,15,6,6,10,26,21,35,22,166
2011,Diseases of the circulatory system,38,70,57,131,164,276,530,1294,2968,4800,7161,10330,14479,30568,43742,67306,158319,342233
2011,Hypertension (high blood pressure),2,4,0,2,2,14,16,52,161,243,374,522,776,1865,3177,6157,20208,33575
2011,Ischemic heart diseases,2,0,5,15,25,53,169,472,1263,2267,3451,4927,6597,13149,17869,25219,51618,127101
2011,Acute or recurrent myocardial infarction,1,0,3,14,23,49,141,370,957,1652,2419,3134,3820,6967,8302,10392,17042,55286
2011,Other forms of heart disease,22,36,27,55,55,75,133,300,612,922,1279,1807,2532,5685,8440,14566,41679,78225
2011,Other diseases of the endocardium,3,5,3,6,5,17,14,35,59,86,167,265,432,1000,1608,2629,5246,11580
2011,Cerebrovascular diseases,4,16,3,21,37,55,108,223,482,707,1035,1522,2318,5369,8266,12490,26410,59066
2011,"Stroke, not specified as hemorrhage or infarction",1,2,0,2,0,4,4,21,44,76,159,296,597,1541,2689,4674,11484,21594
2011,"Diseases of arteries, arterioles, and capillaries",2,3,4,5,12,19,31,65,133,220,386,630,1016,1880,2407,3485,8564,18862
2011,Diseases of the respiratory system,30,56,22,42,49,70,87,203,431,926,1492,2511,3962,7478,9430,12430,20800,60019
2011,Influenza,4,11,6,4,3,5,8,10,23,27,26,23,12,13,14,8,28,225
2011,Pneumonia,13,22,9,13,23,27,29,70,124,212,300,497,715,1765,2561,4006,8951,19337
2011,Chronic diseases of the lower respiratory tract,0,7,5,11,14,15,24,71,186,530,917,1595,2604,4295,5010,5969,7682,28935
2011,Asthma,0,4,3,6,9,9,14,24,38,48,50,90,109,140,144,174,313,1175
2011,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Diseases of the digestive system,7,18,11,20,51,110,246,758,1480,2298,2647,2916,3137,4933,5178,6156,10541,40507
2011,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,0,0,0,2,3,20,36,80,76,103,148,276,402,538,1152,2836
2011,Diseases of the liver,0,5,1,5,20,71,167,571,1127,1728,1932,1968,1805,2252,1581,1081,860,15174
2011,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",0,2,0,2,17,65,161,548,1091,1666,1866,1876,1708,2090,1426,913,667,14098
2011,Diseases of the skin and subcutaneous tissue,0,1,1,0,1,2,4,9,13,17,28,31,56,126,175,217,480,1161
2011,Diseases of the musculoskeletal system and connective tissue,1,3,5,7,11,7,12,28,39,74,108,144,195,388,469,563,1002,3056
2011,Chronic polyarthritis and arthrosis,0,0,0,0,0,0,2,1,6,9,18,30,39,99,129,179,278,790
2011,Diseases of the genitourinary system,1,2,0,2,9,9,19,41,73,157,236,382,755,1673,2712,4455,9141,19667
2011,Diseases of the kidney,1,2,0,2,8,8,15,32,65,128,190,306,634,1359,2152,3511,7284,15697
2011,"Pregnancy, childbirth, and the puerperium",0,0,1,3,9,4,11,4,0,0,0,0,0,0,0,0,0,32
2011,Certain conditions originating in the perinatal period,1199,18,3,5,4,0,1,2,2,2,3,1,1,1,0,1,1,1244
2011,"Congenital malformations, deformations, and chromosomal abnormalities",655,166,33,51,43,41,41,45,52,80,112,98,54,34,31,27,56,1619
2011,Congenital malformations of the nervous system,58,36,9,12,12,8,10,4,1,4,4,1,1,4,4,1,2,171
2011,Congenital malformations of the circulatory system,235,50,10,16,15,16,9,14,9,18,15,8,3,4,16,10,35,483
2011,Symptoms and abnormal clinical and laboratory findings,247,50,45,91,120,177,271,596,1045,1531,1610,1725,1966,2522,2378,2462,5714,22550
2011,Sudden infant death syndrome,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
2011,Other ill-defined and unknown causes of mortality,94,44,44,90,117,171,257,564,999,1490,1545,1662,1856,2313,2073,1836,2508,17663
2011,External causes of morbidity and mortality,75,255,625,1131,1008,948,939,1497,1967,2050,1956,1679,1808,2898,3034,3884,7234,32988
2011,Accidents including late effects,50,209,418,640,498,395,349,589,739,867,857,852,973,1769,2092,3049,6109,20455
2011,Transport accidents,4,91,360,515,349,217,167,277,345,320,270,202,197,307,261,246,208,4336
2011,Falls,5,16,20,21,37,27,44,83,130,201,250,285,404,825,1121,1951,4302,9722
2011,Drowning and submersion,4,26,8,12,10,12,12,15,22,23,30,30,22,41,49,32,22,370
2011,"Exposure to smoke, fire, and flames",2,15,1,12,6,7,8,10,23,30,33,35,24,31,40,42,57,376
2011,Accidental poisoning: harmful substances (incl. exposure),1,1,11,33,46,70,63,93,68,71,38,33,20,26,17,13,33,637
2011,Intentional self-harm,0,21,172,409,421,448,484,767,1065,1020,956,723,713,947,745,608,645,10144
2011,Assault,22,17,14,24,21,32,32,43,40,34,23,22,22,20,28,14,23,431
2011,"Event of undetermined intent",3,8,19,56,65,69,71,93,122,126,117,79,95,155,166,211,457,1912
2011,Insgesamt,2408,1169,1034,1924,2032,2608,3564,7948,15382,24012,33136,43202,56576,99387,117133,151469,289344,852328
2012,Certain infectious and parasitic diseases,25,37,15,26,34,54,80,183,294,440,551,723,970,1979,2737,3672,6533,18353
2012,Tuberculosis and its sequelae,0,0,0,2,1,1,5,7,7,17,22,14,27,40,46,80,87,356
2012,Meningococcal infection,4,7,4,1,0,2,0,1,2,0,2,0,1,0,1,1,4,30
2012,Viral hepatitis,0,1,1,1,1,7,19,34,62,86,93,66,91,110,131,135,138,976
2012,HIV disease,0,0,0,3,10,18,31,56,80,71,57,26,22,16,12,6,2,410
2012,Neoplasms,30,234,122,178,273,461,871,2231,5175,9587,14305,19749,23612,38845,38116,35481,39019,228289
2012,Malignant neoplasms,22,218,119,172,267,450,858,2191,5102,9479,14183,19503,23228,38016,37051,34082,36670,221611
2012,"Neoplasms of the lip, oral cavity, and pharynx",1,2,0,3,3,4,17,88,257,552,817,860,771,799,542,302,375,5393
2012,Neoplasms of the esophagus,0,0,0,0,1,1,12,50,161,353,510,789,740,928,748,509,458,5260
2012,Neoplasms of the stomach,0,1,0,8,9,25,53,140,267,396,584,766,813,1600,1680,1682,1954,9978
2012,Neoplasms of the colon,0,0,0,6,12,28,45,79,268,466,711,1015,1450,2659,2992,3222,4266,17219
2012,"Neoplasms of the rectum, anus, and rectosigmoid junction",2,1,1,5,1,12,25,69,182,326,478,732,818,1396,1362,1247,1560,8217
2012,"Neoplasms of the liver, biliary tract, and pancreas",1,5,3,4,9,18,61,126,438,969,1601,2454,3026,5273,4959,4307,4073,27327
2012,Neoplasms of the liver and intrahepatic bile ducts,0,5,3,2,6,8,28,49,110,275,480,766,894,1584,1418,1147,895,7670
2012,Neoplasms of the pancreas,1,0,0,1,2,9,28,64,281,605,966,1417,1805,3045,2853,2548,2495,16120
2012,"Neoplasms of the larynx, trachea, bronchi, and lung",5,4,3,6,13,26,63,302,1118,2467,4094,5470,6417,8968,7380,5699,3873,45908
2012,Neoplasms of the bronchi and lung,5,4,3,6,13,26,62,292,1073,2378,3929,5278,6208,8690,7172,5528,3766,44433
2012,Melanoma and other malignant neoplasms of the skin,0,2,0,3,13,21,29,78,150,182,213,282,290,503,548,508,741,3563
2012,Malignant melanoma of the skin,0,2,0,3,13,20,28,76,136,174,193,244,255,446,459,377,449,2875
2012,Neoplasms of the breast,0,1,0,0,15,59,157,401,675,1065,1268,1560,1713,2629,2572,2314,3469,17898
2012,Neoplasms of the genital and urinary organs,0,5,1,10,38,71,116,279,591,1110,1610,2392,3248,6322,6954,7342,8488,38577
2012,Neoplasms of the cervix uteri,0,0,0,0,11,28,33,78,129,182,165,163,137,180,147,162,202,1617
2012,"Neoplasms of the corpus uteri and uterus, part unspecified",0,1,0,0,1,1,9,13,41,79,106,205,241,455,424,385,554,2515
2012,Neoplasms of the ovary,0,0,0,2,12,16,26,72,168,292,387,452,581,1017,986,837,798,5646
2012,Neoplasms of the prostate,0,0,0,0,0,1,0,9,22,101,274,566,1037,2228,2512,2892,3315,12957
2012,"Neoplasms of the kidney, except renal pelvis",0,3,0,1,3,5,13,35,84,187,278,405,471,902,1045,914,910,5256
2012,Neoplasms of the urinary bladder,0,0,1,0,2,2,8,21,41,108,179,287,385,744,981,1224,1634,5617
2012,"Neoplasms of lymphoid, hematopoietic, and related tissue",5,58,44,59,53,71,81,170,275,470,753,1125,1568,3179,3547,3463,3298,18219
2012,Leukemia,4,49,31,46,31,39,48,94,117,186,294,479,610,1275,1397,1453,1447,7600
2012,Benign neoplasms,3,2,0,1,2,5,1,11,14,20,15,29,39,79,111,126,178,636
2012,Diseases of the blood and blood-forming organs,11,19,11,5,8,10,24,22,49,51,54,125,123,271,357,487,1058,2685
2012,"Endocrine, nutritional, and metabolic diseases",31,59,30,45,41,69,85,217,400,637,869,1342,1570,3041,4293,5813,12063,30605
2012,Diabetes mellitus,0,4,3,12,13,28,33,103,219,369,547,923,1183,2442,3569,4863,9744,24055
2012,Mental and behavioral disorders,0,2,8,47,92,186,199,410,720,915,948,893,858,1595,2694,5231,16092,30890
2012,Mental and behavioral disorders durch Alkohol,0,0,1,3,11,47,82,249,541,776,822,725,539,550,339,180,126,4991
2012,Mental and behavioral disorders due to psychoactive substance use,0,0,4,32,73,130,108,137,127,75,47,17,11,11,4,0,8,784
2012,Diseases of the nervous system and sense organs,59,95,61,79,104,107,131,247,476,637,768,1058,1464,3010,3999,4802,7190,24287
2012,Meningitis,3,5,2,2,2,1,7,1,8,7,2,8,13,11,28,18,26,144
2012,Diseases of the circulatory system,28,61,58,119,167,259,490,1228,2872,4916,7090,10649,13746,30265,45350,67891,164028,349217
2012,Hypertension (high blood pressure),2,0,0,7,5,7,18,53,142,251,373,595,784,1843,3436,6494,21980,35990
2012,Ischemic heart diseases,0,0,1,7,29,57,170,465,1236,2329,3367,5125,6225,13055,18236,24999,52870,128171
2012,Acute or recurrent myocardial infarction,0,0,0,4,27,47,133,371,955,1690,2239,3227,3523,6792,8500,10280,17637,55425
2012,Other forms of heart disease,21,42,34,57,50,95,124,274,605,933,1305,1869,2506,5655,9033,15032,43420,81055
2012,Other diseases of the endocardium,0,2,1,8,6,7,10,38,64,85,143,283,390,978,1686,2719,5656,12076
2012,Cerebrovascular diseases,2,11,8,14,24,41,75,200,433,708,990,1517,2192,5360,8370,12507,26473,58925
2012,"Stroke, not specified as hemorrhage or infarction",0,1,2,0,1,1,3,21,23,85,165,316,497,1436,2553,4355,10928,20387
2012,"Diseases of arteries, arterioles, and capillaries",1,1,4,4,6,15,22,78,125,222,396,620,889,1870,2466,3392,8748,18859
2012,Diseases of the respiratory system,19,33,22,35,37,40,72,171,386,740,1392,2492,3647,7348,9681,12529,21810,60454
2012,Influenza,3,1,1,0,0,0,0,1,2,2,6,2,3,8,5,7,31,72
2012,Pneumonia,6,13,8,19,15,16,31,59,109,162,285,457,670,1620,2571,3795,8981,18817
2012,Chronic diseases of the lower respiratory tract,0,5,3,4,11,14,27,66,191,426,860,1631,2385,4375,5130,6186,8357,29671
2012,Asthma,0,2,1,2,8,9,17,19,45,48,55,68,84,118,148,175,365,1164
2012,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Diseases of the digestive system,14,13,12,24,49,110,205,625,1367,2230,2605,3089,3004,4839,5081,6007,10820,40094
2012,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,0,1,1,3,5,14,37,66,82,144,146,277,352,495,1153,2776
2012,Diseases of the liver,8,1,1,5,26,68,130,466,1026,1645,1884,2087,1734,2221,1596,1136,928,14962
2012,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",1,0,0,4,25,63,122,454,996,1590,1812,2004,1647,2082,1435,959,707,13901
2012,Diseases of the skin and subcutaneous tissue,0,0,0,2,1,3,3,12,16,16,29,40,48,114,176,244,491,1195
2012,Diseases of the musculoskeletal system and connective tissue,1,3,5,5,5,10,18,21,33,55,113,121,217,407,482,637,1166,3299
2012,Chronic polyarthritis and arthrosis,0,0,0,1,0,0,1,2,5,8,25,24,61,97,129,180,326,859
2012,Diseases of the genitourinary system,2,3,0,4,3,11,23,41,69,156,259,419,680,1684,2826,4550,9806,20536
2012,Diseases of the kidney,2,3,0,3,2,8,18,33,52,127,216,330,539,1339,2225,3523,7731,16151
2012,"Pregnancy, childbirth, and the puerperium",0,0,1,0,1,11,11,5,2,0,0,0,0,0,0,0,0,31
2012,Certain conditions originating in the perinatal period,1127,15,4,4,1,2,0,2,3,2,2,0,1,0,1,1,0,1165
2012,"Congenital malformations, deformations, and chromosomal abnormalities",594,156,38,39,31,39,30,57,59,85,102,113,69,40,27,21,32,1532
2012,Congenital malformations of the nervous system,51,36,6,6,4,7,8,4,8,3,3,7,0,1,1,0,0,145
2012,Congenital malformations of the circulatory system,204,45,16,6,14,10,8,18,11,18,11,12,6,12,13,6,13,423
2012,Symptoms and abnormal clinical and laboratory findings,208,45,44,89,152,174,280,530,1069,1436,1727,1854,1985,2678,2601,2648,6499,24019
2012,Sudden infant death syndrome,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
2012,Other ill-defined and unknown causes of mortality,75,42,41,88,142,168,274,500,1032,1376,1655,1780,1872,2437,2261,2034,2863,18640
2012,External causes of morbidity and mortality,53,272,589,995,937,905,827,1401,1900,1945,1971,1780,1659,2902,3088,3976,7731,32931
2012,Accidents including late effects,23,198,370,559,425,368,311,501,738,812,895,928,912,1875,2194,3115,6645,20869
2012,Transport accidents,1,85,316,445,293,205,160,241,302,292,265,208,157,319,258,233,199,3979
2012,Falls,1,16,9,17,33,33,38,51,143,188,265,342,384,819,1218,2002,4681,10240
2012,Drowning and submersion,2,31,8,21,14,12,9,24,39,30,28,29,31,49,30,32,28,417
2012,"Exposure to smoke, fire, and flames",0,16,0,5,7,8,11,17,23,40,29,30,29,52,31,29,57,384
2012,Accidental poisoning: harmful substances (incl. exposure),0,6,13,24,45,59,41,56,72,64,51,32,28,29,20,24,35,599
2012,Intentional self-harm,0,20,184,376,426,459,426,769,1014,1007,926,737,643,866,744,638,655,9890
2012,Assault,21,38,13,24,21,30,22,36,36,21,27,19,22,16,16,19,22,403
2012,"Event of undetermined intent",9,13,22,36,64,47,65,94,108,101,119,95,77,138,132,201,402,1723
2012,Insgesamt,2202,1047,1020,1696,1936,2451,3349,7403,14890,23848,32785,44447,53653,99018,121509,153990,304338,869582
2013,Certain infectious and parasitic diseases,37,36,17,16,24,55,93,182,262,437,587,761,899,1856,2905,3585,6728,18480
2013,Tuberculosis and its sequelae,0,0,0,2,0,4,5,8,12,14,16,13,20,43,65,67,97,366
2013,Meningococcal infection,8,1,1,2,1,1,1,4,0,1,3,0,2,0,4,0,4,33
2013,Viral hepatitis,0,0,0,0,3,10,21,39,56,89,121,81,64,90,139,129,149,991
2013,HIV disease,0,0,0,3,2,14,33,52,62,69,51,24,40,26,17,5,3,401
2013,Neoplasms,15,232,128,174,274,488,844,2006,4982,9659,14345,20382,23393,38171,40279,35010,40458,230840
2013,Malignant neoplasms,12,220,120,167,267,473,836,1974,4911,9560,14150,20101,23009,37336,39097,33559,38050,223842
2013,"Neoplasms of the lip, oral cavity, and pharynx",0,1,0,2,7,9,9,77,226,554,782,923,714,808,598,393,370,5473
2013,Neoplasms of the esophagus,0,0,0,0,3,4,9,51,172,365,573,710,780,965,788,507,509,5436
2013,Neoplasms of the stomach,0,0,0,6,10,36,39,122,250,412,523,767,820,1419,1697,1595,1926,9622
2013,Neoplasms of the colon,0,0,2,5,11,25,32,91,232,468,673,1107,1450,2510,3053,3066,4383,17108
2013,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,3,6,9,24,59,155,306,444,702,825,1317,1439,1219,1533,8041
2013,"Neoplasms of the liver, biliary tract, and pancreas",0,1,2,5,11,22,70,153,462,951,1610,2465,2993,5169,5410,4128,4191,27643
2013,Neoplasms of the liver and intrahepatic bile ducts,0,1,2,4,7,7,22,44,125,266,491,787,865,1480,1467,1009,890,7467
2013,Neoplasms of the pancreas,0,0,0,1,2,12,43,99,291,599,974,1435,1802,3044,3237,2518,2544,16601
2013,"Neoplasms of the larynx, trachea, bronchi, and lung",0,0,3,6,13,25,69,256,1005,2440,4192,5883,6338,8878,7600,5569,4055,46332
2013,Neoplasms of the bronchi and lung,0,0,3,6,13,24,67,246,970,2345,4045,5631,6086,8599,7396,5443,3939,44813
2013,Melanoma and other malignant neoplasms of the skin,0,0,1,3,14,26,41,79,147,203,200,257,331,548,577,515,849,3791
2013,Malignant melanoma of the skin,0,0,1,3,14,25,39,76,137,192,187,235,300,468,479,379,507,3042
2013,Neoplasms of the breast,0,1,0,1,18,70,164,349,673,1084,1253,1542,1642,2473,2677,2362,3700,18009
2013,Neoplasms of the genital and urinary organs,2,7,5,17,38,56,101,229,600,1064,1599,2526,3225,6269,7533,7373,8821,39465
2013,Neoplasms of the cervix uteri,0,0,0,1,8,19,29,76,135,160,178,163,120,163,163,155,180,1550
2013,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,1,3,2,10,17,35,76,133,233,200,425,466,435,543,2579
2013,Neoplasms of the ovary,0,0,1,4,9,11,29,53,182,270,339,470,530,1001,957,790,820,5466
2013,Neoplasms of the prostate,0,0,0,0,0,0,0,3,21,98,252,633,999,2078,2832,2988,3504,13408
2013,"Neoplasms of the kidney, except renal pelvis",2,6,3,0,3,5,8,32,86,193,285,435,543,935,1144,859,919,5458
2013,Neoplasms of the urinary bladder,0,0,0,1,1,2,6,12,57,128,186,267,385,798,1023,1166,1725,5757
2013,"Neoplasms of lymphoid, hematopoietic, and related tissue",2,63,38,47,42,70,79,161,266,521,723,1154,1624,3222,3825,3481,3513,18831
2013,Leukemia,2,55,31,31,25,38,49,78,120,213,306,484,615,1284,1593,1429,1602,7955
2013,Benign neoplasms,0,2,2,1,1,4,2,6,16,12,25,39,30,86,98,110,167,601
2013,Diseases of the blood and blood-forming organs,11,15,6,8,7,13,12,21,33,64,71,110,138,268,452,543,1144,2916
2013,"Endocrine, nutritional, and metabolic diseases",30,50,23,38,53,67,82,227,419,659,1011,1389,1591,3109,4669,5794,11986,31197
2013,Diabetes mellitus,0,3,8,8,19,17,34,107,196,390,627,942,1164,2443,3862,4853,9584,24257
2013,Mental and behavioral disorders,0,4,13,50,96,188,232,401,715,1002,1013,1082,1018,1847,3361,5795,19300,36117
2013,Mental and behavioral disorders durch Alkohol,0,1,0,8,15,47,105,241,552,851,846,844,629,588,386,203,157,5473
2013,Mental and behavioral disorders due to psychoactive substance use,0,0,4,33,72,130,113,137,116,80,51,19,14,6,7,3,6,791
2013,Diseases of the nervous system and sense organs,52,126,62,113,112,107,133,214,438,677,853,1032,1408,2981,4410,5018,8056,25792
2013,Meningitis,3,3,1,4,1,2,4,1,3,7,10,11,16,17,24,17,16,140
2013,Diseases of the circulatory system,20,73,50,101,171,274,469,1143,2789,4835,7312,10724,13805,29089,47258,66831,169549,354493
2013,Hypertension (high blood pressure),0,2,0,1,4,7,23,47,119,249,400,595,804,1912,3825,6904,24753,39645
2013,Ischemic heart diseases,0,1,4,7,24,50,110,416,1240,2185,3462,5156,6304,12253,18957,24543,54096,128808
2013,Acute or recurrent myocardial infarction,0,1,3,5,21,36,87,335,972,1592,2360,3205,3503,6299,8650,9846,17623,54538
2013,Other forms of heart disease,13,36,27,45,65,86,130,272,577,925,1367,1848,2471,5527,9445,14729,44048,81611
2013,Other diseases of the endocardium,0,9,2,3,3,6,20,36,51,125,151,271,381,1022,1824,2769,6338,13011
2013,Cerebrovascular diseases,5,16,7,12,23,52,79,166,434,705,1025,1530,2181,5065,8333,11968,26955,58556
2013,"Stroke, not specified as hemorrhage or infarction",0,1,0,0,1,4,4,6,25,74,162,271,478,1264,2361,3938,10294,18883
2013,"Diseases of arteries, arterioles, and capillaries",1,1,1,5,11,18,21,60,111,258,398,686,911,1777,2611,3258,8376,18504
2013,Diseases of the respiratory system,19,71,15,47,34,59,78,180,458,915,1675,2792,4030,7724,10624,12668,23529,64918
2013,Influenza,2,8,0,8,1,5,6,7,19,36,32,27,30,36,47,41,142,447
2013,Pneumonia,8,23,2,20,15,30,28,64,131,203,327,469,705,1631,2726,3982,9554,19918
2013,Chronic diseases of the lower respiratory tract,0,11,3,7,6,11,20,62,197,509,1065,1842,2696,4603,5788,6211,9068,32099
2013,Asthma,0,8,3,3,4,6,12,25,31,57,69,74,72,114,156,166,350,1150
2013,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Diseases of the digestive system,10,11,5,19,57,128,235,604,1359,2259,2752,3193,3022,4548,5331,5954,10625,40112
2013,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,0,0,0,7,4,20,37,55,80,102,136,250,361,506,1035,2593
2013,Diseases of the liver,0,2,2,4,30,80,168,429,1013,1684,2016,2196,1761,2046,1722,1137,965,15255
2013,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",0,1,0,4,26,74,158,412,960,1627,1925,2089,1640,1887,1525,963,743,14034
2013,Diseases of the skin and subcutaneous tissue,0,0,0,1,0,1,0,6,14,15,35,45,58,130,196,275,598,1374
2013,Diseases of the musculoskeletal system and connective tissue,0,1,4,4,5,8,11,29,59,80,95,164,204,431,562,605,1262,3524
2013,Chronic polyarthritis and arthrosis,0,0,0,0,1,1,1,3,8,11,13,32,46,98,156,161,345,876
2013,Diseases of the genitourinary system,1,4,0,3,5,11,17,30,71,147,271,482,751,1686,3140,4586,10683,21888
2013,Diseases of the kidney,1,4,0,2,3,9,14,24,56,120,217,376,584,1290,2343,3468,8238,16749
2013,"Pregnancy, childbirth, and the puerperium",0,0,0,1,12,8,3,3,0,2,0,0,0,0,0,0,0,29
2013,Certain conditions originating in the perinatal period,1084,8,3,3,1,4,3,3,0,2,2,0,1,2,1,0,0,1117
2013,"Congenital malformations, deformations, and chromosomal abnormalities",665,137,49,30,36,44,36,46,65,91,117,129,89,49,42,37,44,1706
2013,Congenital malformations of the nervous system,72,34,11,6,7,4,8,5,3,3,3,1,5,1,1,1,0,165
2013,Congenital malformations of the circulatory system,226,38,17,11,14,17,10,17,15,14,12,9,16,15,18,20,22,491
2013,Symptoms and abnormal clinical and laboratory findings,251,53,43,94,133,171,279,486,1005,1477,1809,2016,2009,2812,2876,2748,6927,25189
2013,Sudden infant death syndrome,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
2013,Other ill-defined and unknown causes of mortality,95,46,39,90,125,167,266,472,968,1427,1726,1919,1887,2562,2503,2092,3177,19561
2013,External causes of morbidity and mortality,55,222,567,836,931,965,937,1230,1881,2079,1872,1812,1745,2865,3619,4037,8480,34133
2013,Accidents including late effects,26,169,368,449,427,396,374,473,735,878,829,890,993,1808,2628,3207,7366,22016
2013,Transport accidents,2,61,296,340,280,207,170,202,297,287,250,194,167,297,308,229,184,3771
2013,Falls,1,12,14,18,21,35,45,59,123,195,205,311,415,834,1402,2029,5123,10842
2013,Drowning and submersion,0,33,21,19,19,23,16,12,21,37,33,42,31,42,51,32,33,465
2013,"Exposure to smoke, fire, and flames",2,10,3,1,7,7,9,26,28,27,36,26,32,42,37,53,69,415
2013,Accidental poisoning: harmful substances (incl. exposure),0,5,7,23,52,79,69,80,86,69,46,23,18,25,19,13,36,650
2013,Intentional self-harm,0,18,165,337,428,498,482,662,1007,1072,920,796,628,906,811,648,698,10076
2013,Assault,23,20,11,21,23,26,29,20,43,25,22,26,28,21,21,15,20,394
2013,"Event of undetermined intent",6,13,23,29,52,43,48,72,91,101,97,96,95,126,153,165,396,1606
2013,Insgesamt,2250,1043,985,1538,1951,2591,3464,6811,14550,24400,33820,46113,54161,97568,129725,153486,319369,893825
2014,Certain infectious and parasitic diseases,25,42,12,21,25,46,102,157,277,420,645,778,929,1815,2921,3330,6442,17987
2014,Tuberculosis and its sequelae,0,0,2,0,4,1,3,2,9,7,18,16,18,29,54,57,90,310
2014,Meningococcal infection,2,5,2,2,0,0,2,1,1,3,1,2,2,1,1,1,4,30
2014,Viral hepatitis,0,0,0,0,1,5,15,26,51,70,117,84,69,78,111,109,118,854
2014,HIV disease,0,0,1,1,2,14,30,52,63,73,47,40,23,24,10,6,2,388
2014,Neoplasms,19,227,121,148,264,473,813,1809,4641,9424,14283,20248,22540,36400,42375,34313,42673,230771
2014,Malignant neoplasms,12,221,116,146,256,463,794,1783,4580,9313,14119,19979,22128,35641,41164,32966,40077,223758
2014,"Neoplasms of the lip, oral cavity, and pharynx",0,1,0,2,6,9,17,58,207,526,737,882,719,805,649,355,475,5448
2014,Neoplasms of the esophagus,0,0,0,0,3,4,11,34,138,350,542,692,680,970,815,551,553,5343
2014,Neoplasms of the stomach,0,0,3,2,6,24,42,97,226,409,548,800,831,1369,1661,1564,2028,9610
2014,Neoplasms of the colon,0,1,4,3,15,19,46,88,240,443,679,1073,1331,2397,3165,2939,4456,16899
2014,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,3,2,11,19,56,136,356,518,725,791,1246,1489,1184,1556,8092
